id,fake-company-name,company-email,national-regon,local-regon
"695","Pawlak-Makowski","laura30@wrobel.info","212753422","69609772488252"
"696","Krajewska","zalewski.klaudia@szymanski.org","196218920","73305665128507"
"697","Ostrowska","olga24@kozlowska.pl","492661312","77947308638689"
"698","Grupa Szulc","gustaw.kalinowski@czarnecki.org","112161297","89426544721360"
"699","Ostrowski sp. p.","cezary19@zawadzki.pl","874680707","81141521323645"
"700","Duda","nblaszczyk@konieczny.info","271782455","75752890155060"
"701","Pietrzak","cyprian37@borowska.pl","159298275","07386031020591"
"702","Kubiak S.A.","dwysocki@michalak.pl","355519773","81453798012327"
"703","Jasińska sp. z o.o.","paulina77@majewski.com.pl","953883310","51155937009857"
"704","Szulc sp. j.","nstepien@szymczak.pl","213293968","41531579736898"
"705","Urbańska P.P.O.F","jakubowski.joanna@przybylski.info","050018685","05898377606150"
"706","Ostrowska i syn","wasilewska.zofia@baran.pl","415425505","97654870707207"
"707","Kalinowski S.A.","roza.jankowski@jaworski.info","935518517","55536927395078"
"708","Jakubowska S.K.A","wrobel.julita@krajewski.pl","733161425","29461615060079"
"709","Lis P.P.O.F","jostrowska@kazmierczak.pl","878566606","83043465807700"
"710","Gajewski sp. z o.o.","vkucharski@jasinska.pl","330220246","33729713438577"
"711","Brzeziński sp. z o.o.","julita53@sawicki.info","974800953","19052935195759"
"712","Szulc-Sadowski","nina01@marciniak.com.pl","298161350","39467451755320"
"713","Grupa Szymański","klara.zawadzka@adamczyk.org","798605162","75056990826294"
"714","Piotrowska i syn","wrobel.aleks@pawlak.com.pl","770799805","35089569011900"
"715","Bąk-Brzeziński","maja.makowski@dabrowski.pl","231870765","63486057198583"
"716","Michalski-Michalak","czarnecka.dawid@maciejewska.org","491848534","25401881398705"
"717","Sadowska sp. p.","kaczmarek.ernest@jablonska.pl","732496833","19530656135318"
"718","Maciejewska","franciszek18@dabrowska.pl","136454023","25493841389820"
"719","Krawczyk","baran.oliwia@stepien.pl","592566467","93023803221449"
"720","Fundacja Maciejewski","vkrupa@sadowski.pl","310266459","43622921647142"
"721","Laskowski","gabriel.sawicka@ostrowski.pl","759850676","87335216048486"
"722","Zawadzka","maksymilian60@mroz.net","395660233","69464779352792"
"723","Czarnecka s. c.","tjaworski@wieczorek.pl","797587485","17148477825108"
"724","Wójcik S.A.","kzakrzewska@wrobel.pl","591383569","57906115431090"
"725","Mazur sp. j.","pmroz@krawczyk.com.pl","013192765","45795808345914"
"726","Grupa Zawadzka","lucja.tomaszewska@kalinowska.com.pl","959113760","57451870373685"
"727","Chmielewski sp. p.","leonard.borowska@cieslak.pl","672287627","97534190935539"
"728","Sokołowska","rkalinowski@walczak.pl","556259061","53338981595853"
"729","Błaszczyk-Kowalska","jakubowski.inga@kolodziej.pl","296658595","19860046226661"
"730","Kaczmarek sp. j.","isokolowski@zajac.net","396304670","09845334338459"
"731","Górski","rkucharski@adamska.pl","871907932","41346762358362"
"732","Mazur sp. k.","nzalewski@grabowska.pl","777054422","37133058934241"
"733","Piotrowski S.A.","stefan97@blaszczyk.com.pl","079842619","41516890706677"
"734","Jabłońska S.K.A","piotrowska.milena@zakrzewski.pl","711102196","69535065875463"
"735","Czarnecki sp. k.","uwisniewska@cieslak.pl","216755553","71730908285960"
"736","Stowarzyszenie Urbańska","angelika60@kaminska.info","917497284","41459967001780"
"737","Dąbrowska sp. z o.o.","baranowska.szymon@wlodarczyk.net","316807637","95123399502180"
"738","Kaczmarczyk S.K.A","tadeusz.kowalski@kucharska.pl","374857972","17306761387850"
"739","Zalewska sp. k.","pawlowski.nadia@kowalczyk.org","513018566","27074840464537"
"740","Kołodziej","zurbanski@borkowska.info","219137270","93443769158973"
"741","Zakrzewska sp. z o.o.","nataniel.zajac@maciejewski.pl","275838690","11360191842510"
"742","Michalska S.A.","kaminski.dominik@brzezinski.com.pl","818246943","67566083124921"
"743","Fundacja Pietrzak","aleksandra44@wojciechowski.pl","392748068","33879270057320"
"744","Jakubowska-Borowski","kornel.konieczny@dudek.org","219195304","49323460620393"
"745","Grupa Wasilewski","duda.anita@kozlowska.pl","677610582","91816461087361"
"746","Kubiak","aleksander.jankowski@wasilewska.com","738863103","43644183860537"
"747","Duda","blanka.szulc@pawlowska.net","138464238","27882561822599"
"748","Marciniak","kjablonska@pietrzak.org","937190624","35455300663842"
"749","Borkowska P.P.O.F","justyna.sikorska@olszewski.pl","331406533","91644677003967"
"750","Borkowski s. c.","zofia.krawczyk@glowacki.pl","597863508","31209119444353"
"751","Olszewski sp. j.","jozef.marciniak@michalska.pl","878124713","05758613920347"
"752","Makowski i syn","weronika48@jablonska.net","152711460","69773683099031"
"753","Lewandowski i syn","piotrowski.maurycy@duda.pl","195599988","13491509823658"
"754","Urbański P.P.O.F","emilia16@kalinowski.com.pl","292969051","85484813485917"
"755","Grupa Kołodziej","norbert.wozniak@tomaszewska.com.pl","630076343","25608595057646"
"756","Sawicka s. c.","wilk.rafal@kalinowska.com","331154586","51120265670282"
"757","Spółdzielnia Wilk","ida67@krawczyk.com.pl","174061179","83172939669734"
"758","Zakrzewska sp. j.","mmaciejewski@ostrowski.net","376992869","05684305479628"
"759","Spółdzielnia Jasińska","jeremi.baran@wisniewski.com.pl","016265163","59057406624733"
"760","Baranowski S.A.","zwojcik@jasinska.pl","954303012","83595485942520"
"761","Witkowska","arkadiusz.grabowski@kaczmarczyk.pl","416534640","85550366786394"
"762","Mazur","tnowakowska@michalski.pl","632827983","31079809675199"
"763","Dąbrowski S.K.A","andrzejewski.anita@gorecka.pl","733136806","89741999708298"
"764","Szewczyk-Urbańska","akubiak@sikora.pl","696094111","59389377756779"
"765","Szulc sp. p.","yzawadzki@pawlak.net","111478342","43203862016788"
"766","Mazur","nataniel.kowalski@lewandowski.pl","510342355","87463374832211"
"767","Michalak-Baran","marcelina92@wysocki.pl","838050992","95534964868603"
"768","Wójcik-Michalska","szewczyk.dawid@zielinska.pl","831806381","47382239417891"
"769","Rutkowski","borkowska.ewelina@lis.com.pl","637794113","09015102201036"
"770","Olszewska","swasilewska@krawczyk.pl","659260713","19568332941525"
"771","Sikora","michal.szczepanska@pawlak.pl","356877530","29207773743134"
"772","Stowarzyszenie Jankowska","franciszek.wieczorek@wieczorek.pl","798781930","21304749425214"
"773","Głowacka s. c.","kornel66@lewandowska.com","514983507","77950247435556"
"774","Kalinowski-Mazurek","mazurek.marcelina@rutkowska.pl","158681747","89759438723150"
"775","Ziółkowska sp. p.","vsokolowski@walczak.com.pl","210939447","91762280372421"
"776","Kozłowski S.K.A","chmielewski.franciszek@krol.com.pl","070884190","05743304540004"
"777","Kaczmarek i syn","zofia27@kaminska.org","496913331","77607807612874"
"778","Stowarzyszenie Kaźmierczak","damian.michalak@wlodarczyk.info","613606745","29213694823921"
"779","Szulc","kolodziej.apolonia@witkowska.com.pl","339985996","55716355893673"
"780","Wysocka-Kowalczyk","lukasz.czerwinski@gorski.org","034162153","13413781508720"
"781","Walczak sp. z o.o.","karol.wasilewski@borowski.org","070369104","85429112840349"
"782","Sikora sp. k.","albert36@kolodziej.net","753798029","59258355001190"
"783","Sadowska sp. p.","vkrajewska@lis.pl","456888328","41600847119688"
"784","Grupa Lewandowska","dglowacki@urbanska.net","838703081","29346636954786"
"785","Wilk i syn","wiktor.jaworski@michalak.info","030197551","39349257643663"
"786","Wysocki","juliusz.konieczny@krol.pl","115047550","19274592383320"
"787","Malinowski S.K.A","jczerwinski@kalinowska.net","053352195","35493321730685"
"788","Dąbrowska s. c.","zalewska.ksawery@tomaszewska.pl","072523549","67660334405880"
"789","Zielińska-Ziółkowska","julia89@tomaszewski.com.pl","932671862","49092706589719"
"790","Wróbel s. c.","zsobczak@zalewski.pl","570731021","97346936762790"
"791","Stępień i syn","gajewski.tola@gorski.pl","494277902","91766483646892"
"792","Kozłowski","piotr60@marciniak.pl","593030059","93963224035342"
"793","Stowarzyszenie Borkowska","marianna.chmielewski@makowska.pl","050663598","97475768307357"
"794","Fundacja Piotrowski","adamski.lidia@malinowski.info","916605576","93583604516364"
"795","Borowski P.P.O.F","liliana.kozlowska@szczepanska.info","914580286","77623944418356"
"796","Stowarzyszenie Ziółkowska","julian.przybylski@krajewski.org","630375169","73835927358290"
"797","Stowarzyszenie Wróbel","wiktoria.michalska@szewczyk.net","353434110","29852378772798"
"798","Ostrowski-Nowakowski","zajac.franciszek@jasinski.com.pl","070890864","69515929726798"
"799","Ostrowski","liwia.laskowska@przybylski.pl","974678624","01821490098717"
"800","Walczak s. c.","csokolowska@michalak.com.pl","016433175","75747582092340"
"801","Olszewski s. c.","iwieczorek@szymczak.pl","492130916","93760762720433"
"802","Krajewska P.P.O.F","kaczmarczyk.adam@kaczmarek.org","214367479","81081107129876"
"803","Zieliński","roza.wojciechowski@borkowski.pl","112008584","27400795252156"
"804","Górska","hanna.gorska@duda.info","611350224","43168868186231"
"805","Adamczyk sp. k.","leon57@pietrzak.net","773402091","69433650964705"
"806","Grupa Nowak","nmaciejewski@adamski.pl","831827294","13598968034409"
"807","Wasilewski-Piotrowska","ernest.michalak@mazurek.com.pl","555493211","25094045917320"
"808","Zakrzewski sp. z o.o.","tomasz81@laskowska.com.pl","770921413","01800214379320"
"809","Michalski","arkadiusz43@tomaszewski.com.pl","592556032","71851535274020"
"810","Michalak-Makowska","sobczak.daniel@baran.info","736411673","15883355966032"
"811","Zalewski sp. p.","gustaw.makowski@nowak.com","014142781","83516752973937"
"812","Wieczorek","zofia.sawicka@krawczyk.com.pl","199260749","85618165171259"
"813","Walczak","xnowicki@michalski.net","039688434","07020409959399"
"814","Maciejewska sp. j.","twozniak@jasinska.net","256751802","01521068019275"
"815","Krajewski sp. z o.o.","norbert00@marciniak.pl","179805762","41516603890595"
"816","Rutkowski sp. j.","hwitkowska@ostrowska.pl","034391899","53062889202913"
"817","Wieczorek","czarnecka.aurelia@sobczak.com","379092480","49532743091857"
"818","Jakubowski","mazur.karolina@marciniak.pl","176813471","39505233844991"
"819","Kowalczyk P.P.O.F","tszymanska@olszewski.org","613997585","99393143631778"
"820","Gajewska","igor34@szczepanska.pl","838921866","31458567017565"
"821","Baran sp. j.","borys.pawlowski@lis.pl","334078176","79813118419448"
"822","Kaźmierczak sp. p.","nicole99@gorski.com","990842880","01191599875835"
"823","Laskowski","xkrajewski@czarnecka.pl","351797469","81119595804479"
"824","Urbański S.A.","klara99@cieslak.pl","458551768","37455765593810"
"825","Szewczyk S.K.A","dwalczak@krupa.pl","432757585","91516154550186"
"826","Przybylski","dominika.sikora@duda.com.pl","117983710","77216317062970"
"827","Głowacki sp. p.","baran.alicja@cieslak.com.pl","293257826","73473998415561"
"828","Wojciechowska","nowak.krystyna@sokolowska.com.pl","558799347","75352632532906"
"829","Borkowska sp. k.","kowalska.gabriel@szymanska.com","070471570","01561332071005"
"830","Ostrowski P.P.O.F","cwasilewska@wilk.com.pl","635516249","55384308472423"
"831","Fundacja Michalak","tymon63@kowalska.pl","191812149","67574405402931"
"832","Dąbrowski sp. z o.o.","fadamczyk@lewandowski.pl","698201404","05788171496160"
"833","Borowska sp. z o.o.","yrutkowski@ostrowska.pl","837277848","53373953498540"
"834","Witkowska sp. p.","marek.bak@dabrowska.com.pl","952662505","39832800213296"
"835","Pietrzak sp. j.","gabriela94@kaczmarczyk.com.pl","878042903","81478037303318"
"836","Wasilewski sp. z o.o.","dmalinowski@krol.com.pl","972384120","29537040325181"
"837","Chmielewski-Krawczyk","pietrzak.andrzej@wojciechowska.pl","271383985","49046397378877"
"838","Pawlak","mwisniewski@baran.org","453510411","87111046427483"
"839","Jasiński sp. z o.o.","ijaworska@glowacka.pl","171015061","11165327110748"
"840","Cieślak S.K.A","iwilk@rutkowska.pl","035861462","07969798515138"
"841","Spółdzielnia Grabowska","maksymilian49@michalak.pl","236656048","71068595903659"
"842","Urbańska i syn","jszymanski@kucharska.pl","539546397","89932660456477"
"843","Tomaszewski-Cieślak","isikorska@jablonska.pl","838828434","31618511856140"
"844","Marciniak i syn","cezary82@pawlak.pl","717008653","17172621868868"
"845","Sawicki P.P.O.F","kinga.andrzejewski@baran.com","879658701","65830081802160"
"846","Sadowski P.P.O.F","szymczak.roksana@malinowska.pl","576713834","29923190571500"
"847","Dąbrowski sp. z o.o.","emil.kaczmarczyk@wieczorek.com","314991022","17440953025253"
"848","Kaczmarek i syn","malgorzata81@pietrzak.net","210600157","41873300655098"
"849","Wójcik","ublaszczyk@ziolkowski.pl","952935386","01077734783652"
"850","Wilk","pola.urbanska@kowalska.org","654154024","69551847700341"
"851","Zawadzka S.A.","marcin14@ziolkowska.pl","533674013","65075540710949"
"852","Urbański P.P.O.F","agnieszka.sokolowska@andrzejewska.pl","871203645","43223201091294"
"853","Grabowski","krawczyk.blanka@mroz.pl","690197034","31018928522947"
"854","Zając","fjablonska@rutkowska.net","671376642","85978094971930"
"855","Stowarzyszenie Sobczak","ksawicki@kazmierczak.net","396282508","97982174755910"
"856","Kamińska","vjablonski@kozlowska.org","656381008","07884524801286"
"857","Brzezińska s. c.","osobczak@czarnecki.org","570492881","17136616844882"
"858","Kowalczyk","leon86@pawlak.pl","971495219","97476789469332"
"859","Jakubowski S.A.","smichalska@szymanska.net","716864210","41195125001400"
"860","Nowicki","julita.dudek@piotrowska.pl","710513069","47416497062069"
"861","Spółdzielnia Ostrowski","bianka.dabrowski@lewandowska.pl","735818763","93202031451492"
"862","Mazur sp. z o.o.","wojciechowska.janina@zawadzki.org","119389069","51532535095899"
"863","Zakrzewski sp. j.","akrajewska@brzezinski.com.pl","993709436","51923896148412"
"864","Witkowska S.K.A","barbara.cieslak@walczak.pl","816835240","45582704657308"
"865","Wróblewski-Mazurek","kalinowski.adrianna@cieslak.pl","752138199","49462119109600"
"866","Mazur i syn","leonard.jakubowska@krol.pl","059667586","53682708449294"
"867","Zakrzewska S.K.A","wlis@sawicka.pl","018979464","33847821155676"
"868","Urbańska sp. j.","sara.ziolkowski@mroz.pl","917256758","77410633191108"
"869","Baran","lena.glowacki@borkowski.pl","291844382","43447152299970"
"870","Stowarzyszenie Wiśniewska","marianna.kowalczyk@wasilewski.pl","834666845","89160622130362"
"871","Stowarzyszenie Piotrowski","joanna.kaminski@lewandowski.pl","732181822","21485015860668"
"872","Wiśniewska P.P.O.F","urbanska.marcin@wieczorek.pl","539388082","67009854377405"
"873","Zakrzewski","mgorecka@laskowski.pl","398112615","15029493384600"
"874","Marciniak P.P.O.F","elzbieta.krol@piotrowski.pl","838837166","13163758105690"
"875","Cieślak s. c.","jaworski.jerzy@ostrowska.org","591986090","35858236408139"
"876","Fundacja Woźniak","hpiotrowski@bak.pl","212393811","95999144294098"
"877","Mazurek s. c.","makowski.maks@kazmierczak.net","836740014","89419436819680"
"878","Szymczak sp. k.","wiktor.krajewski@kowalska.pl","058953858","81274297714337"
"879","Michalski s. c.","pawel.grabowska@gorecka.pl","632208748","01591539247802"
"880","Malinowski sp. j.","ignacy59@ostrowska.com","311530875","35060235725941"
"881","Fundacja Czerwiński","iwo.wozniak@wisniewski.com.pl","392192010","29807421420100"
"882","Szczepańska sp. p.","lis.stanislaw@krupa.pl","458683607","01010423057744"
"883","Górecka-Kaczmarczyk","inga09@adamska.com","510053757","57231092145985"
"884","Adamczyk sp. z o.o.","obak@baranowski.pl","858395497","61409923357303"
"885","Majewski","glowacka.ewelina@sikora.net","316805087","65544763374370"
"886","Gajewski-Gajewski","lukasz.jaworska@andrzejewska.pl","256661312","65937083849310"
"887","Sawicki-Walczak","sylwia34@zalewska.com.pl","231484192","47420100444571"
"888","Michalska sp. z o.o.","damian.nowakowski@sobczak.net","571302530","13208358704359"
"889","Dąbrowska i syn","chmielewski.ada@urbanska.net","895369338","71385096226500"
"890","Grupa Sokołowska","michalina.duda@zajac.info","791823230","49299570501895"
"891","Stowarzyszenie Wasilewski","kamil04@krol.pl","517738079","09608792805253"
"892","Sawicki sp. k.","vsadowski@blaszczyk.pl","298924954","31480317339025"
"893","Górska i syn","patryk.witkowski@wrobel.com","950604142","85786629130313"
"894","Michalski sp. j.","aleks28@pawlowska.info","671242730","33480398059576"
"895","Jakubowska P.P.O.F","lkozlowska@lewandowska.pl","711115448","19281478897150"
"896","Włodarczyk i syn","hwrobel@pawlowska.com","012673089","53845602540708"
"897","Fundacja Kalinowski","grzegorz.krupa@dudek.com.pl","135256924","75267680920068"
"898","Baran i syn","krajewski.aniela@baranowska.com.pl","551160010","25669734070078"
"899","Mazur sp. z o.o.","szymczak.karina@gajewska.org","278126286","29822377265853"
"900","Stowarzyszenie Szymczak","melania.rutkowska@dudek.pl","619525841","09260300866475"
"901","Brzezińska","maja32@bak.com.pl","554166591","79739320383780"
"902","Nowicka-Czerwiński","rglowacki@ostrowski.pl","335697154","85148229934137"
"903","Dudek sp. j.","zawadzka.tymoteusz@andrzejewski.info","396883024","11517643139351"
"904","Grupa Woźniak","inga44@sokolowski.com.pl","790031069","01956421676190"
"905","Grupa Lewandowski","clewandowski@czarnecki.org","577029590","99321383067747"
"906","Majewska","fnowak@adamska.com.pl","611903232","89543109514555"
"907","Marciniak-Baranowska","hkubiak@czarnecki.com.pl","831048360","95295781583341"
"908","Duda s. c.","adrian18@pietrzak.pl","076358768","69661674064073"
"909","Kołodziej","arkadiusz10@kubiak.com","531566331","93842455094520"
"910","Zawadzki S.K.A","kazimierz.baranowski@urbanska.pl","799778841","63449517216958"
"911","Makowska sp. j.","matylda.rutkowska@wasilewski.pl","977182183","53848748032538"
"912","Zawadzka-Andrzejewski","sandra83@pietrzak.pl","732961477","65739611853780"
"913","Marciniak","ignacy.przybylska@wojcik.pl","512431169","21018950327704"
"914","Spółdzielnia Sadowska","padamczyk@piotrowska.net","951725178","35873242139425"
"915","Cieślak i syn","zwieczorek@mazurek.com","091699450","69341762534399"
"916","Dąbrowska s. c.","kamil93@jakubowski.org","431104540","89318065494447"
"917","Kaźmierczak","zajac.sonia@ostrowska.pl","530316017","83780990883136"
"918","Jaworski","xczerwinska@zielinska.pl","118570364","23510491536830"
"919","Baranowska sp. k.","jeremi.wrobel@wasilewska.com.pl","579488556","89369724557328"
"920","Jakubowska s. c.","jakubowska.liliana@grabowska.com.pl","534184914","11689624529068"
"921","Sobczak P.P.O.F","witkowska.bianka@chmielewska.pl","070717812","87962960013151"
"922","Kwiatkowska-Baran","roksana07@glowacki.pl","239178879","67625954099634"
"923","Jaworski S.A.","jwojcik@majewska.pl","113136829","17012821998574"
"924","Laskowska-Brzezińska","zuzanna.brzezinska@kolodziej.pl","492775056","57802890170710"
"925","Zawadzki","ybaran@andrzejewski.org","674961855","85375594037040"
"926","Marciniak sp. z o.o.","nikodem79@gajewska.com.pl","979726931","41028974734086"
"927","Mazurek","kazimierz67@sikorska.pl","834219129","89686652492355"
"928","Ziółkowska sp. k.","ikozlowska@kubiak.pl","072017993","65719769545044"
"929","Wojciechowska","baran.julianna@mazurek.net","979940989","93893325796259"
"930","Sokołowski sp. k.","bkrupa@nowakowski.com.pl","935110555","59451555715671"
"931","Witkowski-Głowacka","kalina.jankowski@grabowska.pl","432875445","13525917660281"
"932","Szulc sp. j.","xkalinowska@kaminski.org","670456280","61293320642079"
"933","Szulc-Wieczorek","krystyna.jankowska@michalak.com.pl","159965151","33002364602171"
"934","Makowski s. c.","makowski.kamila@wojciechowska.org","895617049","81367190885160"
"935","Górski-Wiśniewski","dawid.szymczak@zawadzki.pl","797929738","47830704731622"
"936","Borowska S.K.A","rafal08@kalinowska.pl","551238982","07792408130509"
"937","Spółdzielnia Maciejewska","nataniel.rutkowski@malinowska.org","219556914","99516207784790"
"938","Michalska","magdalena.szymczak@ostrowski.com.pl","497571909","43617320820547"
"939","Mazurek S.A.","szczepanski.weronika@wojciechowski.pl","575087145","15503659079352"
"940","Dudek P.P.O.F","julita50@jasinski.pl","959163544","81359678566098"
"941","Grupa Nowak","jacek27@brzezinska.org","533347870","71546608056197"
"942","Ostrowska P.P.O.F","jczarnecka@gorska.pl","332446322","49510135865999"
"943","Wasilewska sp. k.","roksana18@adamczyk.com.pl","058378199","83028207158510"
"944","Krajewski S.A.","rsawicka@szczepanska.pl","574353248","61574293268149"
"945","Chmielewska","joanna84@wrobel.com.pl","133135524","49523577488527"
"946","Wojciechowska sp. z o.o.","wojciechowski.jeremi@szymczak.pl","674190412","87753848276757"
"947","Konieczny sp. k.","krupa.nikola@bak.info","190554395","91167820500562"
"948","Kwiatkowski S.K.A","janina.sikora@andrzejewski.com","535041418","47455356560279"
"949","Marciniak sp. k.","sikora.joanna@maciejewski.pl","756802079","29338683171724"
"950","Witkowski sp. k.","liliana30@tomaszewski.pl","793853270","21509418096691"
"951","Brzeziński sp. k.","jaworska.nicole@dudek.net","158254229","85259173121420"
"952","Lis sp. k.","dagmara05@szulc.com","799849498","11096204735502"
"953","Zawadzki-Dąbrowska","ida.pawlowska@zalewski.pl","194331120","55827503591137"
"954","Baranowski sp. z o.o.","agnieszka.szewczyk@kucharski.pl","113169042","51776667389629"
"955","Rutkowska","wrobel.maurycy@gajewski.com","631370346","65723524316414"
"956","Wojciechowski","pkwiatkowski@majewski.net","197350508","71440987781979"
"957","Krajewska sp. j.","pawel.nowicka@borowska.pl","650600449","23639038982605"
"958","Szulc S.A.","kozlowska.maurycy@wojciechowska.pl","772733934","29137087256534"
"959","Borowski","nikodem28@mazurek.com.pl","451960558","23995930653315"
"960","Urbańska","antoni.mazur@kozlowska.com.pl","656932299","35030343683818"
"961","Stowarzyszenie Walczak","bwroblewski@wasilewska.pl","836443865","81101758285899"
"962","Sadowski sp. j.","dominika93@kazmierczak.info","017641361","67704716494116"
"963","Stowarzyszenie Kozłowski","bgajewski@andrzejewska.pl","876302398","95666030228761"
"964","Wójcik-Nowak","dzalewski@grabowski.com.pl","170113844","77369443281788"
"965","Maciejewska S.A.","gkazmierczak@pawlak.pl","518226424","81936479708113"
"966","Chmielewska i syn","gabriel.chmielewski@lewandowski.net","052412541","25142166181400"
"967","Grupa Szymczak","szczepanski.konstanty@jasinska.pl","312768745","49647695984726"
"968","Ziółkowski s. c.","pawlak.michalina@pietrzak.pl","955184621","31331843565060"
"969","Kucharski","yjasinska@szymczak.pl","293276500","45089547440304"
"970","Spółdzielnia Kubiak","malinowska.emil@brzezinski.pl","195187955","57618114229799"
"971","Mróz sp. j.","cyprian.pawlak@baranowski.info","876304888","93789968298106"
"972","Zając sp. k.","igor80@grabowski.pl","890589124","09465974060337"
"973","Zakrzewski","adamski.patrycja@glowacki.pl","817555346","33556018876123"
"974","Lis S.K.A","adamczyk.hubert@gorski.pl","214526073","99473895403130"
"975","Gajewska S.K.A","aleksandra.wasilewska@szczepanski.com.pl","278047397","27481158895473"
"976","Kaczmarczyk sp. p.","karol05@zakrzewski.com.pl","312383324","43786070959523"
"977","Mazurek","oliwia.zajac@krawczyk.pl","471067605","75783930580250"
"978","Gajewski s. c.","szymczak.maksymilian@glowacka.org","251550967","71339776491460"
"979","Fundacja Adamczyk","nlis@sokolowska.pl","931975258","17598465061039"
"980","Jakubowska S.K.A","marika84@zielinska.pl","312787458","19126806596980"
"981","Zielińska","szymon.szymczak@zawadzka.pl","037664783","81295925728220"
"982","Głowacki sp. p.","matylda46@krawczyk.pl","758338143","77995329092317"
"983","Spółdzielnia Urbański","franciszek.szulc@mazurek.com","876059911","79751973394892"
"984","Dudek sp. z o.o.","vwozniak@kowalczyk.com.pl","616406930","35705068889604"
"985","Spółdzielnia Zakrzewski","oliwia24@krol.net","435401914","77289343199126"
"986","Nowakowski-Jasiński","surbanski@maciejewski.com","830195805","33636573832821"
"987","Szymczak-Włodarczyk","nina.mazurek@zielinski.pl","092706346","53622855072921"
"988","Mróz sp. z o.o.","szewczyk.barbara@gorska.pl","712295004","27524140879796"
"989","Kołodziej","bkowalczyk@borowski.pl","951467397","73555933308431"
"990","Lis sp. p.","alicja.szymanski@kowalczyk.com.pl","916047001","83429838209577"
"991","Kubiak S.A.","wiktoria45@sikora.net","478847140","25354231137948"
"992","Borowska-Kubiak","jaworski.apolonia@baran.com.pl","213560174","83414038534853"
"993","Krupa i syn","julian.kubiak@kowalska.pl","877942384","79323367831949"
"994","Górska-Michalak","michalina.nowak@krupa.pl","554645653","61633936804525"
"995","Grupa Głowacka","nina20@bak.pl","937686288","57876614844686"
"996","Laskowska","maciej.bak@mazurek.net","815075694","29797116043141"
"997","Błaszczyk S.K.A","adam79@blaszczyk.pl","492010394","37101233016960"
"998","Lewandowska P.P.O.F","urszula21@nowakowska.pl","598843152","15362674913049"
"999","Zalewska-Andrzejewski","dolszewska@wilk.org","436551219","01741349964626"
"1000","Król-Wojciechowska","patryk24@walczak.pl","777500324","37964135063851"
